db_sum
-524.8626
-479.64648
-487.3305
-484.40015
-494.64783
-503.07574
-507.485
-508.25815
-520.59265
-523.2527
-567.98
-561.32245
-548.38983
-517.85034
-496.46304
-516.4411
-521.9265
-519.5984
-537.8681
-559.0195
-586.33276
-617.1913
-623.85004
-643.0193
-644.1725
-633.43524
-569.32245
-549.2616
-569.2961
-564.6846
-569.3187
-585.363
-605.88745
-612.4721
-619.1759
-625.21686
-644.7312
-650.80786
-637.11884
-621.09827
-609.59796
-626.33997
-619.5918
-627.2257
-677.6145
-707.9879
-719.88275
-726.6331
-734.3668
-735.8489
-739.03503
-733.7239
-735.7272
-790.8344
-788.18616
-784.78235
-765.92224
-777.45215
-778.9538
-766.0968
-710.20184
-758.3295
-785.8932
-790.6658
-756.53503
-737.6358
-749.86536
-755.7207
-690.391
-531.25305
-495.0405
-494.1637
-506.7517
-511.06323
-512.78015
-531.14746
-521.63885
-527.1431
-555.51794
-585.0666
-603.0219
-591.1851
-566.72675
-531.9375
-535.75745
-550.27655
-550.8166
-561.53076
-619.2607
-619.3877
-628.89136
-642.837
-667.19226
-670.749
-687.0613
-650.36786
-554.27356
-552.84424
-565.17017
-568.21875
-572.5875
-590.8305
-600.74615
-619.17236
-641.7881
-674.3969
-683.04205
-685.4965
-680.48425
-672.76685
-677.7682
-688.2521
-673.52704
-710.5563
-709.10425
-715.9023
-708.7715
-694.9752
-672.74255
-676.1218
-672.2942
-659.5189
-792.3154
-788.2486
-772.9179
-769.2243
-756.885
-741.56146
-722.3972
-698.9988
-697.84033
-707.3737
-689.49677
-689.8484
-673.1693
-698.52814
-794.2968
-729.86346
-598.26587
-539.66614
-545.75116
-550.0219
-556.7362
-550.5765
-542.384
-575.2178
-584.5918
-589.2941
-604.4629
-618.02435
-633.93677
-614.14734
-605.9411
-642.5814
-634.5717
-624.7406
-625.15
-643.6885
-658.2371
-679.2681
-691.54755
-700.7042
-709.2314
-690.72455
-650.9515
-615.2633
-630.4567
-644.62274
-627.00305
-623.1153
-671.834
-648.5091
-656.5154
-666.6656
-690.80255
-697.1686
-697.8147
-698.0675
-700.6706
-717.93176
-726.99695
-708.1202
-706.3623
-753.63184
-766.5761
-774.0692
-784.54474
-790.03955
-792.16547
-790.367
-789.5641
-800.0
-800.0
-800.0
-799.3303
-790.77795
-791.995
-792.10095
-800.0
-795.4607
-783.1546
-789.6759
-793.40186
-778.6751
-789.9855
-786.7936
-744.7995
-587.6635
-526.36456
-527.7041
-556.6671
-533.703
-512.6694
-543.0862
-528.7158
-555.235
-558.5723
-586.3721
-578.98425
-600.9263
-565.47766
-534.09454
-541.6627
-574.9166
-573.588
-575.60657
-584.5393
-613.65466
-619.27496
-634.3912
-649.4233
-670.9634
-662.8503
-612.54236
-560.3866
-580.29047
-597.6522
-615.8687
-596.28015
-617.8624
-617.18677
-618.65564
-568.86365
-698.0689
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-747.09143
-489.18137
-268.2473
-207.16924
-215.39548
-246.92331
-263.63876
-341.76752
-421.67004
-442.64612
-456.5076
-519.4309
-534.3147
-576.0402
-474.2179
-270.98282
-207.19455
-247.51276
-247.80438
-284.6542
-348.6704
-425.91324
-512.05804
-555.7839
-623.58636
-666.6731
-705.0212
-613.37775
-561.20447
-668.76587
-781.85
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-765.16125
-689.38605
-767.59076
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-799.0674
-791.2431
-781.86475
-776.74866
-774.8366
-788.0138
-782.22626
-783.69104
-766.5019
-777.0436
-793.70654
-785.6776
-782.684
-759.7811
-771.49036
-766.8451
-542.42096
-298.00244
-208.04865
-236.76764
-230.62732
-244.70496
-295.63208
-361.97473
-384.39786
-385.28607
-391.011
-407.89035
-436.49915
-466.66364
-304.95804
-224.12206
-210.57286
-238.63617
-236.1535
-305.1377
-341.2185
-397.1443
-422.96985
-432.461
-479.11057
-563.83875
-583.55786
-554.08356
-620.3503
-758.458
-794.1547
-781.8963
-784.1362
-788.35376
-792.344
-795.9076
-796.39136
-798.4082
-796.564
-790.02295
-795.67993
-795.1441
-797.7087
-792.5753
-799.7895
-797.17676
-795.1962
-798.9575
-771.8767
-769.80426
-795.60803
-796.4961
-789.9375
-784.32153
-779.50635
-771.41144
-763.13245
-765.1075
-754.49866
-744.58813
-745.41516
-731.85144
-732.6484
-739.9021
-735.5073
-740.9937
-724.1872
-727.5023
-780.9616
-639.48834
-363.82275
-200.33354
-222.03036
-256.0823
-282.83942
-342.78613
-392.35083
-438.26917
-459.04752
-485.31995
-513.2253
-577.7446
-582.2252
-354.84595
-243.89458
-223.63033
-270.234
-274.52948
-330.51703
-396.76624
-450.72287
-480.70425
-466.06778
-527.1766
-587.1511
-597.5558
-493.99704
-524.7601
-686.2714
-763.8208
-793.081
-794.9414
-791.88153
-785.622
-796.8058
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-800.0
-744.1105
-595.6976
-606.0028
-775.51337
-794.79004
-800.0
-800.0
-800.0
-800.0
-776.5289
-686.5105
-749.995
-800.0
-800.0
-800.0
-800.0
-797.2904
-799.4946
-800.0
-800.0
-800.0
-800.0
-797.96747
-794.8385
-800.0
-799.4935
-751.2313
-429.8255
-235.76266
-219.40591
-259.81555
-247.53853
-295.43634
-355.81738
-420.9911
-467.1522
